# # wavelength, flux [1e-17 * erg/s/cm^2/Ang]
3.008500000000000455e+03 5.733506862935004028e-03
3.019500000000000455e+03 5.057838980225493053e-03
3.030500000000000455e+03 5.169178019769334574e-03
3.041500000000000455e+03 5.367254232256707912e-03
3.052500000000000455e+03 5.563139302115801925e-03
3.063500000000000455e+03 5.262790411289614174e-03
3.074500000000000455e+03 4.269172209166653513e-03
3.085500000000000455e+03 4.556025446865891518e-03
3.096500000000000455e+03 5.499087387870575661e-03
3.107500000000000455e+03 5.714607813375342793e-03
3.118500000000000455e+03 5.538749163016620097e-03
3.129500000000000455e+03 5.345614575602219802e-03
3.140500000000000455e+03 5.129800259685439283e-03
3.151500000000000455e+03 5.587364325365222657e-03
3.162500000000000455e+03 5.617916682780822908e-03
3.173500000000000455e+03 5.600258767192327347e-03
3.184500000000000455e+03 5.598664885723946168e-03
3.201000000000000455e+03 6.018924619777711940e-03
3.223000000000000455e+03 5.784492109251460762e-03
3.245000000000000455e+03 5.684090217191271194e-03
3.267000000000000455e+03 5.737786049538963137e-03
3.289000000000000455e+03 5.737200638798903123e-03
3.311000000000000455e+03 5.777461255160823254e-03
3.333000000000000455e+03 5.769411659978005737e-03
3.355000000000000455e+03 5.767598545742598330e-03
3.377000000000000455e+03 5.773399721267912822e-03
3.399000000000000455e+03 5.778227187296435668e-03
3.421000000000000455e+03 5.781829319913577014e-03
3.443000000000000455e+03 5.681378841132047643e-03
3.465000000000000455e+03 5.679126471334597706e-03
3.487000000000000455e+03 5.714936465018885699e-03
3.509000000000000455e+03 5.447646295404302147e-03
3.531000000000000455e+03 5.606677349591268275e-03
3.553000000000000455e+03 5.370499272222693972e-03
3.575000000000000455e+03 5.684739225184468579e-03
3.597000000000000455e+03 5.871983758924757997e-03
3.619000000000000455e+03 5.824339145960991115e-03
3.641000000000000455e+03 5.772792584758147834e-03
3.663000000000000455e+03 5.734629097693781652e-03
3.685000000000000455e+03 5.637494761397273194e-03
3.707000000000000455e+03 5.346526267901854229e-03
3.729000000000000455e+03 5.436724158452446026e-03
3.751000000000000455e+03 5.472095291588685226e-03
3.773000000000000455e+03 5.517655415702726364e-03
3.795000000000000455e+03 5.547840015089315277e-03
3.817000000000000455e+03 5.545055956455076721e-03
3.839000000000000455e+03 5.648519997001731456e-03
3.861000000000000455e+03 5.741239656894119373e-03
